Key,HoldTime,FlightTime,DigraphLatency
t,0.0728,1.2375,1.2292
h,0.0993,0.1788,0.1523
e,0.1524,0.1431,0.09
y,0.072,0.0657,0.1462
e,0.1116,0.3971,0.3575
n,0.0817,0.0881,0.118
t,0.0904,0.23,0.2213
e,0.1188,0.1557,0.1272
r,0.0724,0.0613,0.1078
t,0.0717,0.4155,0.4161
h,0.0767,0.1681,0.1631
e,0.1295,0.1727,0.1199
l,0.0768,0.9108,0.9635
a,0.1496,0.1966,0.1238
u,0.0663,0.0738,0.1571
n,0.0799,0.1957,0.1821
c,0.1135,0.2805,0.2469
h,0.0674,0.1425,0.1887
f,0.0672,0.6425,0.6427
a,0.091,0.1401,0.1163
c,0.122,0.2654,0.2343
i,0.0802,0.1219,0.1638
l,0.0972,0.2084,0.1914
t,0.1007,0.2508,0.2473
y,0.0688,0.1316,0.1635
a,0.1596,0.5846,0.4938
n,0.0673,0.0945,0.1868
d,0.173,0.3533,0.2476
a,0.126,0.7016,0.7486
f,0.067,0.1572,0.2162
e,0.1515,0.234,0.1496
t,0.0948,0.1667,0.2234
e,0.0992,1.0495,1.045
r,0.0657,0.0582,0.0917
r,0.0545,0.4604,0.4716
e,0.0945,0.5311,0.4912
t,0.0592,0.1945,0.2298
a,0.139,0.1907,0.1109
i,0.0644,0.1772,0.2519
k,0.0763,0.7362,0.7242
i,0.0659,0.1697,0.1802
n,0.0875,0.1793,0.1577
g,0.103,0.1127,0.0972
i,0.0591,0.3422,0.386
t,0.0974,0.2642,0.2259
",",0.0611,0.2346,0.2709
a,0.1485,1.0298,0.9425
n,0.0746,0.0881,0.1621
d,0.1135,0.2297,0.1907
a,0.1393,0.6349,0.609
b,0.0665,0.0705,0.1433
o,0.078,0.2845,0.273
r,0.0968,0.3805,0.3617
t,0.072,0.0984,0.1232
i,0.0675,0.3293,0.3338
n,0.0773,0.1848,0.175
g,0.1304,0.1574,0.1043
t,0.1114,0.2502,0.2692
h,0.092,0.1706,0.1899
e,0.1403,0.2926,0.2443
l,0.0661,0.458,0.5323
a,0.1321,0.2046,0.1385
u,0.066,0.1072,0.1733
n,0.0797,0.2127,0.199
c,0.1152,0.4702,0.4347
h,0.0704,0.0826,0.1275
",",0.0516,0.345,0.3638
m,0.064,0.5351,0.5227
c,0.1088,0.3792,0.3344
t,0.07,0.2334,0.2721
a,0.1025,0.1575,0.125
v,0.0892,0.356,0.3694
i,0.064,0.1318,0.157
s,0.1359,0.1761,0.1041
h,0.0728,0.0944,0.1574
",",0.064,0.4095,0.4183
s,0.0937,0.5396,0.51
o,0.0645,0.0856,0.1147
a,0.0981,0.169,0.1354
p,0.0592,0.296,0.335
g,0.0668,1.0321,1.0245
a,0.1035,0.1475,0.1108
z,0.1094,0.1982,0.1923
a,0.1,0.2356,0.245
n,0.0695,0.1145,0.1449
d,0.1155,0.2025,0.1565
g,0.0294,0.5828,0.008
h,0.0474,0.01,0.6609
r,0.1337,0.254,0.1597
i,0.0694,0.3322,0.3966
g,0.0599,0.5187,0.5282
g,0.0868,0.1351,0.1082
s,0.1218,0.1287,0.0936
t,0.0962,0,0
h,0.0706,0.0857,0.1113
e,0.14,0.1877,0.1183
u,0.0643,0.3828,0.4585
l,0.0928,0.2669,0.2385
t,0.0726,0.3056,0.3257
r,0.0605,0.1834,0.1955
a,0.12,0.3183,0.2588
n,0.0685,0.4566,0.508
a,0.1373,0.199,0.1302
t,0.0535,0.08,0.1638
i,0.0688,0.311,0.2957
o,0.0691,0.1557,0.1554
n,0.0716,0.1643,0.1618
a,0.1024,0.1655,0.1347
l,0.0514,0.0427,0.0936
i,0.0556,0.1874,0.1832
s,0.1053,0.1796,0.1299
t,0.0604,0.1303,0.1752
s,0.1219,0.1834,0.122
p,0.0644,0.6014,0.6589
u,0.0494,0.2191,0.2341
r,0.0917,0.2031,0.1608
s,0.1162,0.2459,0.2215
u,0.0477,0.2489,0.3175
e,0.099,0.1426,0.0912
t,0.118,0.3522,0.3332
h,0.0561,0.0882,0.1501
e,0.124,0.1761,0.1082
m,0.0615,0.0694,0.132
i,0.0495,0.3479,0.3599
n,0.0787,0.1796,0.1504
c,0.0864,0.8968,0.8891
a,0.1045,0.2336,0.2155
r,0.0558,0.0588,0.1075
s,0.1093,0.1689,0.1155
a,0.0985,0.5911,0.6018
n,0.0652,0.1098,0.1431
d,0.1239,0.1765,0.1178
a,0.1132,0.9199,0.9306
n,0.0425,0.0324,0.103
e,0.1081,0.4108,0.3452
m,0.0808,0.1046,0.1319
e,0.106,0.8445,0.8194
m,0.0585,0.0979,0.1453
n,0.0802,0.2655,0.2438
y,0.056,0.1853,0.2095
h,0.0557,0.5537,0.554
e,0.1056,0.1765,0.1265
l,0.0914,0.0711,0.0853
i,0.0639,0.181,0.2085
c,0.105,0.5451,0.5039
o,0.0551,0.188,0.2379
p,0.0648,0.1738,0.1642
t,0.0683,0.2663,0.2628
e,0.1137,0.1414,0.096
r,0.0706,0.074,0.1172
d,0.0636,1.0428,1.0497
a,0.126,0.1654,0.103
m,0.0858,0.1185,0.1587
a,0.1104,0.1542,0.1296
g,0.0692,0.2595,0.3006
e,0.0866,0.0986,0.0812
s,0.0999,0.1858,0.1724
a,0.1426,0.9487,0.906
b,0.0652,0.5759,0.6533
r,0.1069,0.2117,0.17
i,0.0588,0.1519,0.1999
g,0.0945,0.3128,0.2771
d,0.0986,0.5392,0.5351
e,0.1046,0.4199,0.4139
v,0.0995,0.6488,0.6539
i,0.0615,0.102,0.14
t,0.0643,0.2492,0.2464
a,0.108,0.1645,0.1209
l,0.0639,0.1039,0.148
t,0.0827,0.3546,0.3357
o,0.0561,0.1303,0.1569
t,0.0901,0.4371,0.4032
h,0.0652,0.089,0.1139
e,0.1062,0.1547,0.1136
i,0.0542,0.1185,0.1705
r,0.0937,0.2063,0.1668
e,0.0956,0.3658,0.3639
x,0.1159,0.5048,0.4846
s,0.1014,0.6915,0.7059
c,0.0972,0.2275,0.2317
a,0.0991,0.1931,0.1913
p,0.0687,0.1255,0.1559
e,0.1016,0.4739,0.4409
.,0.0619,0.3938,0.4334
t,0.0897,0,0
h,0.0718,0.0788,0.0967
e,0.126,0.1562,0.102
m,0.0608,0.5876,0.6528
e,0.0964,0.1466,0.1111
n,0.0729,0.2499,0.2734
c,0.131,0.6376,0.5795
r,0.0959,0.2319,0.267
a,0.1237,0.2681,0.2403
s,0.1122,0.4935,0.5049
h,0.0439,0.0482,0.1166
s,0.1286,1.6531,1.5683
t,0.0712,0.1038,0.1612
r,0.0648,0.1578,0.1642
a,0.1148,0.1481,0.0981
n,0.0755,0.1137,0.153
d,0.0898,0.2899,0.2756
i,0.0636,0.0972,0.1234
n,0.0751,0.1809,0.1694
g,0.1042,0.1222,0.0931
t,0.09,0.2326,0.2468
h,0.0585,0.0641,0.0956
e,0.1075,0.2013,0.1523
s,0.0813,0.7218,0.7481
q,0.1201,0.2344,0.1955
u,0.0613,0.0683,0.1272
a,0.1129,0.3488,0.2972
d,0.0585,0.2263,0.2807
w,0.0894,1.2216,1.1907
i,0.0599,0.1991,0.2287
t,0.1003,0.1891,0.1487
h,0.064,0.0914,0.1277
o,0.0668,0.206,0.2032
u,0.0649,0.2051,0.207
t,0.098,0.1992,0.166
s,0.0983,0.6183,0.6181
u,0.0599,0.1032,0.1415
p,0.0685,0.2124,0.2038
p,0.081,0.1673,0.1549
o,0.077,0.179,0.183
r,0.0892,0.1819,0.1697
t,0.05,0.155,0.1942
a,0.1377,1.3012,1.2135
f,0.0652,0.1469,0.2195
t,0.0758,0.1888,0.1782
e,0.1139,0.1342,0.0961
r,0.0707,0.0851,0.1283
a,0.1381,0.6817,0.6143
t,0.0603,0.4211,0.4989
a,0.1304,0.2546,0.1844
n,0.0713,0.1277,0.1868
k,0.0679,0.2047,0.2081
e,0.0943,0.1182,0.0918
r,0.0648,0.1173,0.1468
e,0.09,0.3619,0.3367
x,0.1035,0.3107,0.2972
p,0.0714,0.4656,0.4977
l,0.0744,0.1933,0.1904
o,0.0754,0.1836,0.1826
d,0.0819,0.3451,0.3386
e,0.0668,0.1598,0.175
s,0.1203,0.2657,0.2122
a,0.1162,0.677,0.6811
l,0.0535,0.0625,0.1252
l,0.0926,0.1788,0.1397
o,0.0633,0.5996,0.629
f,0.0897,0.2407,0.2143
t,0.0865,0.2614,0.2646
h,0.0357,0.0429,0.0937
e,0.1001,0.1828,0.1184
s,0.1244,1.0092,0.9849
q,0.1121,0.3079,0.3202
u,0.0599,0.1116,0.1638
a,0.1178,0.1348,0.0769
d,0.1131,0.3278,0.3324
m,0.0502,0.2779,0.3408
e,0.0843,0.1476,0.1134
m,0.0676,0.0828,0.0995
e,0.1242,0.3566,0.3
b,0.0779,0.4817,0.5281
e,0.0893,0.0956,0.0841
r,0.0708,0.103,0.1215
s,0.0236,0.0914,0.1387
s,0.0133,0.0412,0.0515
a,0.1008,0.3554,0.2678
r,0.0609,0.0963,0.1362
e,0.0809,0.115,0.0949
u,0.0475,0.4725,0.5059
i,0.0544,0.7468,0.7399
n,0.0766,0.1956,0.1734
c,0.1012,0.3241,0.2995
a,0.1075,0.2152,0.2089
p,0.046,0.0533,0.1148
a,0.1191,0.2775,0.2044
c,0.1019,0.6159,0.633
i,0.0648,0.1138,0.151
t,0.0673,0.2503,0.2479
a,0.1056,0.1291,0.0908
t,0.0665,0.1064,0.1455
e,0.0929,0.1293,0.1029
d,0.0895,0.162,0.1655
1,0.1402,1.9884,1.9377
g,0.0482,0,0
r,0.1,0.1832,0.1314
i,0.0597,0.2954,0.3356
g,0.0656,0.4825,0.4766
g,0.0907,0.1432,0.1181
s,0.1306,0.1379,0.098
i,0.0598,0.3939,0.4646
s,0.1188,0.4531,0.394
s,0.1015,0.7309,0.7481
h,0.054,0.093,0.1405
i,0.039,0.3003,0.3153
i,0.0305,0.5311,0.0114
o,0.0519,0.01,0.5283
t,0.1012,0.1747,0.114
i,0.065,0.3527,0.3888
n,0.0696,0.1643,0.1598
t,0.0569,0.4375,0.4502
h,0.0806,0.1653,0.1415
e,0.1013,0.1173,0.0965
h,0.0724,0.594,0.6229
e,0.092,0.0989,0.0794
a,0.1095,0.2144,0.1969
d,0.0488,0.0588,0.1195
w,0.094,0.5525,0.5073
h,0.0789,0.1301,0.1452
i,0.0764,0.2336,0.2361
l,0.0784,0.1726,0.1706
e,0.1057,0.1402,0.1129
t,0.0639,0.3172,0.3589
r,0.1092,0.1736,0.1283
y,0.0707,0.1071,0.1456
i,0.0599,0.2349,0.2457
n,0.0789,0.2274,0.2084
g,0.1059,0.1965,0.1695
t,0.116,0.2859,0.2758
o,0.0869,0.1956,0.2247
b,0.0566,0.864,0.8943
r,0.1053,0.2776,0.2289
i,0.0619,0.2154,0.2588
n,0.0729,0.2082,0.1972
g,0.097,0.2242,0.2001
g,0.0693,1.024,1.0517
a,0.0976,0.1475,0.1192
z,0.1172,0.2503,0.2307
t,0.0953,0.3433,0.3652
o,0.0617,0.1843,0.2178
s,0.0842,0.7302,0.7077
a,0.0968,0.1957,0.1831
f,0.0766,0.1524,0.1727
e,0.1184,0.1844,0.1426
t,0.0723,0.0423,0.0884
y,0.064,0.6357,0.6439
w,0.0909,0.6525,0.6256
h,0.0584,0.1636,0.1962
i,0.0639,0.1901,0.1845
l,0.0685,0.1709,0.1663
e,0.099,0.12,0.0896
m,0.0539,0.4506,0.4957
c,0.1064,0.2989,0.2464
t,0.0618,0.2757,0.3204
a,0.0974,0.1567,0.1211
v,0.0979,0.2879,0.2874
i,0.0609,0.1151,0.1521
s,0.1328,0.178,0.1061
h,0.0706,0.0773,0.1395
w,0.101,0,0
h,0.071,0.082,0.112
i,0.0606,0.1921,0.2025
l,0.0688,0.1695,0.1613
e,0.0982,0.1284,0.0989
z,0.089,0.6031,0.6123
a,0.1131,0.2387,0.2146
k,0.0671,0.4514,0.4974
h,0.0594,0.2155,0.2232
a,0.1214,0.171,0.109
e,0.0907,0.4429,0.4736
v,0.0729,0.1318,0.1496
i,0.0626,0.3852,0.3955
s,0.114,0.172,0.1206
o,0.0666,0.3438,0.3912
n,0.0617,0.1764,0.1813
t,0.0828,0.3068,0.2857
h,0.0588,0.0906,0.1147
e,0.0971,0.1359,0.0976
v,0.0727,0.3973,0.4216
e,0.0923,0.0993,0.0797
r,0.0691,0.0994,0.1226
g,0.0635,0.1988,0.2044
e,0.1008,0.1323,0.0951
o,0.0632,0.5319,0.5695
f,0.0904,0.164,0.1368
k,0.0641,0.5115,0.5378
i,0.0657,0.1569,0.1553
l,0.0617,0.1533,0.1573
l,0.0738,0.1396,0.1275
i,0.0645,0.1757,0.1849
n,0.0658,0.1709,0.1696
g,0.0916,0.1257,0.0999
s,0.0913,0.5083,0.5086
o,0.0532,0.0731,0.1112
a,0.1094,0.1852,0.129
p,0.0518,0.1319,0.1894
.,0.0797,0.429,0.4012
h,0.0576,0.4765,0.4986
e,0.0993,0.1237,0.082
i,0.0598,0.4317,0.4711
s,0.1188,0.1902,0.1312
d,0.1163,0.6783,0.6808
i,0.0547,0.1615,0.2231
s,0.1175,0.2846,0.2218
t,0.0601,0.1403,0.1977
r,0.1086,0.1892,0.1407
a,0.0971,0.2192,0.2307
c,0.1306,0.3201,0.2865
t,0.0553,0.1239,0.1993
e,0.0925,0.1254,0.0881
d,0.079,0.1632,0.1767
b,0.0632,0.3435,0.3594
y,0.065,0.189,0.1872
a,0.1038,0.3498,0.311
r,0.0919,1.3056,1.3175
u,0.0562,0.1558,0.1915
s,0.0847,0.1714,0.1429
s,0.0871,0.1506,0.1482
i,0.0811,0.1541,0.16
a,0.1105,0.1717,0.1423
n,0.0696,0.0568,0.0978
l,0.0696,1.0763,1.0763
o,0.058,0.178,0.1896
y,0.0588,0.3229,0.3222
a,0.1205,0.1902,0.1285
l,0.0751,0.0655,0.1109
i,0.059,0.2089,0.2251
s,0.0997,0.1938,0.153
r,0.0246,0.0947,0.0101
t,0.0442,0.0095,0.1598
w,0.0881,0.9089,0.8548
h,0.0583,0.1061,0.1359
o,0.0707,0.2199,0.2074
x,0.0949,0.9752,0.9511
a,0.0856,0.6992,0.7085
k,0.0723,0.4894,0.5028
h,0.0725,0.1878,0.1875
a,0.1112,0.1343,0.0956
e,0.1018,0.3587,0.3681
v,0.0718,0.1899,0.2199
t,0.0693,0.646,0.6485
h,0.0762,0.1727,0.1658
e,0.1452,0.1044,0.0353
n,0.0664,0.1095,0.1883
k,0.0696,0.5808,0.5776
i,0.0654,0.1953,0.1995
l,0.0746,0.1646,0.1553
l,0.0836,0.1273,0.1184
s,0.1107,0.1814,0.1542
.,0.0486,0.0616,0.1237
c,0.0863,0.5529,0.5152
a,0.1135,0.2314,0.2042
p,0.0516,0.054,0.116
t,0.0681,0.2794,0.2628
a,0.1127,0.1857,0.141
i,0.0693,0.1486,0.192
n,0.0605,0.1942,0.203
p,0.073,0.7475,0.7351
r,0.0958,0.15,0.1272
i,0.0705,0.1423,0.1676
c,0.095,0.2723,0.2477
e,0.0953,0.2236,0.2234
s,0.0956,0.3703,0.37
l,0.0802,0.1605,0.1759
i,0.0508,0.2042,0.2335
d,0.0908,0.1379,0.0979
e,0.0634,0.163,0.1904
s,0.0801,0.1592,0.1424
h,0.069,0.5643,0.5754
i,0.0692,0.2119,0.2117
s,0.1114,0.1745,0.1323
h,0.0675,0.3811,0.425
a,0.1077,0.18,0.1398
n,0.0826,0.0888,0.1139
d,0.0899,0.3699,0.3626
g,0.0512,0.3929,0.4316
i,0.0647,0.3528,0.3393
u,0.0701,0.9473,0.9419
n,0.0699,0.1671,0.1673
o,0.0421,0.4191,0.4468
v,0.0745,0.312,0.2796
e,0.1088,0.1439,0.1096
r,0.0722,0.0836,0.1201
t,0.078,0.4237,0.4179
o,0.0482,0.0776,0.1073
s,0.1238,0.7518,0.6762
o,0.0768,0.2869,0.3339
a,0.1201,0.197,0.1537
p,0.0736,0.1813,0.2278
w,0.1023,0.9108,0.8821
h,0.0749,0.1029,0.1302
o,0.0812,0.2251,0.2188
t,0.0757,0.3864,0.392
h,0.0773,0.1523,0.1507
e,0.1365,0.1598,0.1006
n,0.0791,0.0594,0.1169
e,0.1024,0.5406,0.5172
n,0.0681,0.1948,0.2291
d,0.0746,0.3997,0.3932
s,0.0988,0.181,0.1568
u,0.0651,0.8062,0.8399
p,0.0637,0.2172,0.2187
s,0.0851,0.6235,0.6021
h,0.023,0.1105,0.1726
o,0.0535,0.3816,0.3512
o,0.1218,0.172,0.1036
t,0.0888,0.3079,0.341
i,0.0796,0.2284,0.2377
n,0.0874,0.1901,0.1823
g,0.1059,0.1415,0.123
a,0.121,0.3255,0.3104
n,0.0654,0.0539,0.1095
f,0.1251,0.3037,0.244
f,0.0947,1.0202,1.0506
i,0.0776,0.4465,0.4637
n,0.0749,0.1794,0.1822
a,0.1162,0.1644,0.1231
l,0.0607,0.0835,0.139
l,0.1174,0.17,0.1132
y,0.0724,0.2432,0.2882
k,0.056,0.3946,0.4111
i,0.0563,0.1802,0.1799
n,0.0777,0.2161,0.1947
l,0.0549,0.778,0.8008
l,0.0976,0.1602,0.1175
i,0.0553,0.1866,0.2289
n,0.0757,0.1852,0.1649
g,0.0969,0.2314,0.2102
i,0.0748,0.6363,0.6583
m,0.0735,0.1914,0.1928
r,0.0704,0.2757,0.2788
a,0.1045,0.1893,0.1552
n,0.0658,0.0745,0.1132
z,0.0961,0.5949,0.5646
a,0.0886,0.2063,0.2137
k,0.0702,0.266,0.2845
h,0.0699,0.2692,0.2694
a,0.1188,0.1986,0.1498
e,0.1214,0.3026,0.3
v,0.0621,0.2896,0.349
c,0.0818,0,0
a,0.1178,0.2328,0.1969
l,0.0652,0.0562,0.1088
l,0.0769,0.1321,0.1204
o,0.0627,0.6436,0.6578
f,0.0829,0.597,0.5768
d,0.1112,0.6975,0.6692
u,0.073,0.0895,0.1277
t,0.1107,0.3096,0.2719
y,0.0593,0.065,0.1164
t,0.0557,0.5833,0.5869
w,0.0953,0.1989,0.1593
o,0.0627,0.1867,0.2192
m,0.0671,0.5234,0.519
o,0.0749,0.2509,0.2432
c,0.0934,0,0
a,0.087,0.1934,0.1997
l,0.0596,0.0656,0.0931
l,0.0759,0.1265,0.1102
o,0.06,0.3934,0.4093
f,0.0896,0.1499,0.1203
d,0.0815,0.8503,0.8584
u,0.0717,0.1105,0.1203
t,0.0886,0.2492,0.2323
y,0.056,0.0581,0.0907
m,0.0598,0.4689,0.4651
o,0.051,0.212,0.2208
d,0.0893,0.1511,0.1128
e,0.0741,0.1803,0.1956
r,0.0776,0.1762,0.1726
n,0.0683,0.1233,0.1326
w,0.1046,0.3907,0.3544
a,0.1294,0.2498,0.225
r,0.0533,0.1114,0.1875
f,0.065,0.3766,0.365
a,0.1181,0.142,0.0889
r,0.0618,0.0716,0.1279
e,0.0847,0.4146,0.3917
2,0.1064,0.5279,0.5062
i,0.0599,0.757,0.8035
s,0.1053,0.1622,0.1168
s,0.109,0.2588,0.2551
e,0.0851,0.2345,0.2584
t,0.0645,0.1371,0.1578
f,0.0935,0.9659,0.9368
i,0.0572,0.1271,0.1635
v,0.0781,0.4749,0.454
e,0.091,0.2146,0.2018
y,0.063,0.5725,0.6005
e,0.1005,0.1348,0.0973
a,0.0999,0.2084,0.209
r,0.052,0.0609,0.1089
s,0.098,0.143,0.097
a,0.108,0.5192,0.5092
f,0.0731,0.1261,0.161
t,0.0828,0.2131,0.2034
e,0.1113,0.1283,0.0998
r,0.071,0.0763,0.1167
t,0.0685,0.4063,0.4088
h,0.0726,0.1604,0.1563
e,0.1199,0.1333,0.086
f,0.0975,0.3479,0.3703
i,0.071,0.1303,0.1568
r,0.1046,0.1939,0.1603
s,0.1346,0.2258,0.1957
t,0.0751,0.0626,0.1221
g,0.066,0.6339,0.6429
a,0.105,0.1888,0.1498
m,0.0769,0.1085,0.1366
e,0.1053,0.195,0.1666
.,0.0751,1.803,1.8332
d,0.0602,0.6834,0.6983
e,0.0985,0.1821,0.1438
s,0.0958,0.185,0.1877
p,0.0795,0.4365,0.4528
i,0.0592,0.1838,0.2041
r,0.0123,0.1875,0.0252
t,0.0514,0.014,0.2092
e,0.0934,0.1401,0.073
t,0.0556,0.331,0.3689
h,0.0779,0.1708,0.1484
e,0.1144,0.1447,0.1083
e,0.1103,0.9442,0.9482
f,0.0765,0.249,0.2829
f,0.0796,0.1571,0.154
o,0.0693,0.3994,0.4097
r,0.1009,0.1949,0.1633
t,0.0675,0.1874,0.2208
s,0.1656,0.2247,0.1266
o,0.072,1.0102,1.1039
f,0.1267,0.1733,0.1186
t,0.0681,0.4964,0.555
h,0.0878,0.1805,0.1609
e,0.1272,0.1139,0.0745
m,0.0759,0.3102,0.3615
a,0.1316,0.1486,0.0929
r,0.0621,0.1682,0.2377
i,0.0732,0.3995,0.3884
n,0.0743,0.1888,0.1878
e,0.1079,0.1146,0.0809
s,0.1049,0.1991,0.2022
a,0.1202,0.4211,0.4058
n,0.0642,0.1117,0.1677
d,0.1243,0.1887,0.1286
t,0.0722,0.4151,0.4673
h,0.0736,0.1665,0.1651
e,0.1153,0.0986,0.0569
s,0.0905,0.2742,0.299
a,0.0766,0.1665,0.1804
s,0.0843,0.1709,0.1632
",",0.068,0.8668,0.8831
t,0.0668,0.3934,0.3946
h,0.075,0.181,0.1727
e,0.113,0.1669,0.1289
u,0.0625,0.3235,0.374
l,0.0868,0.2564,0.2322
t,0.0877,0.3528,0.3519
r,0.0716,0.3082,0.3243
a,0.1288,0.1758,0.1185
n,0.0732,0.3034,0.3591
a,0.1237,0.1407,0.0902
t,0.0649,0.1257,0.1845
i,0.0778,0.3118,0.2989
o,0.0749,0.1654,0.1683
n,0.0571,0.1676,0.0214
a,0.1617,0.0832,0.164
l,0.1186,0.2169,0.2386
i,0.0694,0.2121,0.2613
s,0.1391,0.2243,0.1546
t,0.0613,0.148,0.2258
s,0.1108,0.4386,0.389
s,0.0994,0.4476,0.4591
e,0.0855,0.2094,0.2233
i,0.0675,0.188,0.206
z,0.103,0.2671,0.2316
e,0.0816,0.2287,0.2501
c,0.1013,0.3671,0.3474
o,0.0626,0.1572,0.196
n,0.0702,0.2237,0.216
t,0.0778,0.4406,0.4331
r,0.1038,0.1997,0.1737
o,0.0652,0.0698,0.1085
l,0.075,0.1747,0.1649
o,0.0764,0.4131,0.4117
f,0.0923,0.1232,0.1072
r,0.0814,0.3931,0.404
u,0.0547,0.1382,0.1649
s,0.097,0.2686,0.2264
s,0.1001,0.1401,0.1369
i,0.0703,0.1153,0.1451
a,0.1121,0.1638,0.122
a,0.1064,0.9966,1.0023
n,0.072,0.1032,0.1376
d,0.0891,0.4127,0.3957
e,0.0908,0.405,0.4033
n,0.0686,0.1415,0.1637
s,0.1183,0.6726,0.623
h,0.0552,0.0902,0.1533
r,0.066,0.4144,0.4036
i,0.0631,0.1255,0.1284
n,0.0615,0.8351,0.8367
e,0.1219,0.141,0.0807
i,0.064,0.4344,0.4922
m,0.0782,0.2001,0.1859
r,0.0918,0.2283,0.2147
a,0.1137,0.2149,0.193
n,0.0558,0.0447,0.1026
z,0.1192,0.6793,0.6159
a,0.1115,0.2322,0.2398
k,0.0634,0.271,0.3191
h,0.0596,0.1941,0.1979
a,0.1438,0.2033,0.1191
e,0.1027,0.2998,0.3409
v,0.0751,0.175,0.2026
a,0.075,0.4306,0.4307
s,0.0931,0.1874,0.1694
a,0.0977,0.2447,0.2401
m,0.102,0.5645,0.5602
a,0.1078,0.0958,0.09
r,0.0703,0.3233,0.3609
t,0.069,0.1947,0.1961
y,0.0671,0.5716,0.5735
r,0.1391,0.2386,0.1665
m,0.0651,0,0
e,0.0936,0.1315,0.1031
a,0.1064,0.205,0.1922
n,0.0698,0.0586,0.0952
w,0.0915,0.6424,0.6207
h,0.063,0.0703,0.0988
i,0.0683,0.2082,0.2029
l,0.0807,0.1701,0.1577
e,0.1243,0.1571,0.1135
",",0.058,0.1798,0.2461
v,0.0712,1.0023,0.9892
l,0.0774,0.2224,0.2162
a,0.1199,0.129,0.0864
d,0.1216,0.2606,0.2589
i,0.0854,0.1459,0.1822
m,0.0944,0.2177,0.2087
i,0.0622,0.2137,0.2459
r,0.0916,0.3017,0.2723
m,0.0583,0.4698,0.5031
a,0.1172,0.2179,0.159
k,0.066,0.162,0.2133
a,0.1209,0.1279,0.073
r,0.0572,0.1894,0.2532
o,0.0696,0.6348,0.6223
v,0.0939,0.2784,0.2542
",",0.0644,0.1685,0.1981
a,0.1247,1.4468,1.3865
l,0.0981,0.6837,0.7103
e,0.1236,0.2898,0.2642
u,0.0666,0.1441,0.2012
i,0.0892,0.1832,0.1606
t,0.068,0.2287,0.2499
e,0.1201,0.2022,0.1501
n,0.0926,0.1126,0.1401
e,0.1142,0.5336,0.512
n,0.0885,0.2619,0.2876
t,0.0567,0.2443,0.2761
o,0.0585,0.4628,0.4611
f,0.0895,0.2032,0.1721
x,0.0948,0.7005,0.6952
z,0.1011,0.6519,0.6455
a,0.1044,0.2301,0.2268
k,0.0682,0.3432,0.3794
h,0.0644,0.3387,0.3426
a,0.1226,0.1711,0.1128
e,0.1011,0.4989,0.5204
v,0.0764,0.1657,0.1904
b,0.0733,1.4724,1.4755
e,0.1067,0.1317,0.0983
g,0.0997,0.3342,0.3412
i,0.0734,0.1317,0.158
n,0.075,0.1875,0.1859
s,0.1019,0.288,0.2611
a,0.1525,0.6006,0.55
s,0.1082,0.6218,0.6662
e,0.0957,0.2156,0.2281
r,0.0936,0.2393,0.2413
i,0.0718,0.15,0.1719
r,0.0942,0.1257,0.1033
e,0.0891,0.2998,0.3049
s,0.104,0.1958,0.1809
o,0.0559,0.3801,0.4281
f,0.1017,0.2115,0.1658
t,0.0708,0.4618,0.4927
e,0.096,0.1536,0.1284
r,0.0608,0.111,0.1461
r,0.0729,0.1214,0.1094
o,0.0679,0.3324,0.3373
r,0.104,0.222,0.1859
a,0.1456,0.3221,0.2805
t,0.0669,0.0867,0.1654
t,0.083,0.1392,0.1231
a,0.1063,0.1385,0.1151
c,0.1193,0.2647,0.2517
k,0.0566,0.0631,0.1259
s,0.1085,0.1766,0.1247
a,0.0966,0.7532,0.7651
g,0.061,0.1171,0.1527
a,0.145,0.2081,0.1241
i,0.0782,0.1111,0.1778
n,0.0786,0.2173,0.217
s,0.111,0.1539,0.1214
t,0.0728,0.4226,0.4607
e,0.0961,0.8806,0.8573
u,0.0558,0.1339,0.1742
r,0.0966,0.2097,0.1689
o,0.0625,0.2395,0.2737
p,0.0719,0.1739,0.1644
e,0.0952,0.2164,0.1931
t,0.0643,0,0
h,0.0803,0.1845,0.1685
e,0.123,0.1301,0.0873
g,0.0573,0.2825,0.3482
a,0.1201,0.1475,0.0848
m,0.0811,0.0956,0.1345
e,0.0965,0.1729,0.1575
b,0.0691,0.6715,0.6989
e,0.1119,0.2714,0.2287
g,0.0673,0.2318,0.2763
i,0.0707,0.2173,0.214
n,0.0737,0.1805,0.1776
s,0.1191,0.1926,0.1471
i,0.0669,0.4112,0.4634
n,0.07,0.1932,0.1901
a,0.1256,0.552,0.4964
f,0.0604,0.1184,0.1836
g,0.0817,0.5582,0.537
h,0.0829,0.167,0.1658
a,0.1169,0.173,0.1391
n,0.074,0.1075,0.1504
i,0.0698,0.2365,0.2407
s,0.1887,0.2519,0.1329
t,0.0639,0.1291,0.2539
a,0.121,0.4894,0.4323
n,0.0675,0.078,0.1315
w,0.1012,1.322,1.2883
h,0.0717,0.0943,0.1238
e,0.1025,0.1229,0.0921
r,0.0622,0.121,0.1612
e,0.0797,0.0888,0.0713
u,0.058,0.5461,0.5678
s,0.0939,0.1525,0.1166
a,0.0965,0.3986,0.3959
r,0.0657,0.2566,0.2874
m,0.0819,0.4902,0.4739
y,0.0615,0.202,0.2224
