Key,HoldTime,FlightTime,DigraphLatency
o,0.0799,0.4472,0.4306
h,0.0586,0.4846,0.5059
n,0.1129,0.8139,0.7596
s,19.0769,1.3305,0.4031
o,0.1036,0.3181,0.3261
a,0.1239,0.2461,0.2258
p,0.105,0.9034,0.9223
M,0.0763,1.3725,1.4012
a,0.0853,0.3454,0.3364
v,0.076,0.409,0.4183
T,0.0427,1.6471,1.6804
a,0.1046,0.2903,0.2284
v,0.0603,0.3007,0.3451
i,0.0905,1.0206,0.9904
s,0.1105,0.2552,0.2352
h,0.086,0.3146,0.3392
a,4.166,2.1703,0.2284
n,0.1029,0.2127,0.2335
d,0.1099,0.4061,0.3992
s,0.09,1.5318,1.5516
a,0.1281,0.1599,0.1219
s,0.1,1.2,1.2281
s,0.1195,2.9122,2.8927
e,0.0842,0.1958,0.2312
r,0.0988,0.273,0.2584
g,0.1203,0.5117,0.4902
e,0.1378,0.1591,0.1416
n,0.102,0.4229,0.4587
t,0.0716,0.2909,0.3212
G,0.0724,1.7638,1.763
a,0.1068,0.1898,0.1554
r,0.0865,0.2883,0.3086
y,0.0868,0.643,0.6428
r,2.5477,1.8181,0.3086
o,0.0896,0.7681,0.7237
a,0.1175,0.2405,0.2126
c,0.1182,0.9899,0.9892
h,0.0942,0.1852,0.2091
s,11.7659,2.9064,2.8927
a,0.1087,0.2744,0.2383
n,0.0626,0.3523,0.3985
d,0.1006,0.8682,0.8302
e,0.1058,0.1161,0.1109
r,0.0989,0.1157,0.1226
s,0.0906,0.3804,0.3886
o,0.0885,0.8042,0.8062
n,0.08,0.3039,0.3124
",",0.0491,2.945,2.9759
o,0.129,1.0954,1.0155
p,0.1398,0.0965,0.0857
e,0.0919,0.2246,0.2726
r,0.0992,0.2157,0.2084
a,0.1236,0.1576,0.1332
t,0.0712,0.2881,0.3404
i,0.1366,0.7047,0.6393
o,0.141,0.0996,0.0951
n,0.0885,2.3908,2.4433
g,0.1139,0.303,0.2776
p,0.2426,0.0,0.0
o,0.1343,1.7819,1.8901
p,0.1407,0.1019,0.0955
e,0.0977,0.1539,0.1969
r,0.0976,0.2731,0.2732
a,0.1264,0.1984,0.1696
t,0.1141,0.532,0.5443
i,0.1013,0.2236,0.2364
n,0.093,0.2531,0.2613
g,0.0848,0.1322,0.1404
u,0.0907,0.5089,0.5031
n,0.0815,0.2074,0.2165
d,0.1382,0.2616,0.205
e,0.1125,0.1843,0.21
r,0.0826,0.1569,0.1868
s,0.1401,0.6671,0.6095
h,0.1001,0.1141,0.1542
e,0.1104,0.517,0.5067
p,0.1003,0.4123,0.4224
h,0.1145,0.9979,0.9837
e,0.1176,0.1056,0.1025
r,0.0962,0.2159,0.2374
d,0.076,0.5213,0.5414
s,0.0937,0.2207,0.203
s,0.1718,1.1299,1.0518
p,0.0561,0.0724,0.1881
e,0.1132,0.156,0.0989
c,0.1381,0.554,0.5292
i,0.0986,0.1346,0.1741
a,0.124,0.1406,0.1152
l,0.0967,0.3898,0.4171
o,0.1502,1.0307,0.9773
p,0.1006,0.0792,0.1288
s,0.0934,0.2198,0.2269
t,0.1255,0.583,0.551
e,0.117,0.0731,0.0816
a,0.0813,0.265,0.3007
m,0.0805,0.3297,0.3305
t,0.1153,1.1319,1.0971
a,0.1468,0.118,0.0865
s,0.1039,0.2118,0.2547
k,0.1031,0.2339,0.2348
f,0.17,0.5238,0.4568
o,0.1244,0.1122,0.1578
r,0.1326,0.1409,0.1328
c,0.0855,0.4679,0.5149
e,0.0967,0.1568,0.1456
1,0.1443,0.8964,0.8488
4,0.1145,1.3921,1.4219
4,0.1351,2.6607,2.6401
2,0.1113,0.4433,0.4672
2,0.1584,4.915,4.8679
i,0.0981,1.5538,1.6141
n,0.0917,0.2974,0.3038
f,0.1588,1.1765,1.1095
l,0.1156,0.1307,0.1739
i,0.1059,7.3079,7.3176
t,0.1144,0.373,0.3644
i,0.1156,0.0,0.0
n,0.1688,0.1997,0.1465
f,0.1567,0.8241,0.8363
i,0.0921,0.2592,0.3238
l,0.117,0.4735,0.4486
t,0.1139,0.5071,0.5103
r,0.0782,0.2314,0.267
a,0.1703,0.5178,0.4257
t,0.0997,1.1145,1.1851
e,0.1022,0.1162,0.1137
a,0.1499,2.1479,2.1002
r,0.1305,0.5166,0.5361
u,0.0958,0.3465,0.3812
s,0.1035,0.2822,0.2745
i,0.0773,0.3462,0.3725
s,0.1262,0.9114,0.8625
i,0.1039,0.2754,0.2976
a,0.152,0.8369,0.7888
n,0.0833,0.2232,0.2919
a,0.1969,0.8642,0.7506
i,0.1085,0.4944,0.5828
r,0.0897,0.1733,0.1922
b,0.1189,0.7271,0.6978
a,0.1369,0.1943,0.1763
s,0.11,0.2091,0.236
e,0.0791,0.2039,0.2348
t,0.1455,0.5825,0.5161
o,0.1012,0.144,0.1883
r,0.1154,0.6011,0.5869
e,0.1056,0.0829,0.0926
c,0.0991,0.1347,0.1412
p,0.0572,0.5559,0.5979
o,0.099,3.488,3.4462
v,0.1329,0.3654,0.3315
e,0.1408,0.1084,0.1005
r,0.1016,0.1814,0.2205
a,0.1184,1.252,1.2353
n,0.0798,0.6188,0.6573
a,2.7493,2.0122,1.2353
m,0.124,0.1996,0.2215
e,0.1345,0.2978,0.2873
r,0.107,0.181,0.2084
i,0.1055,0.6993,0.7008
c,0.0966,0.4223,0.4312
a,0.1386,0.163,0.121
n,0.0919,0.499,0.5457
a,2.3419,1.7043,0.121
c,0.0845,1.0946,1.1965
s,0.0783,0.2321,0.2383
m,0.1788,1.1945,1.0941
o,0.1647,0.1129,0.1269
d,0.1376,0.6773,0.7045
u,0.0808,0.1578,0.2146
l,0.1382,0.8053,0.7479
e,0.1075,0.1371,0.1678
.,0.0844,3.4104,3.4335
a,0.184,0.9741,0.8745
l,0.0836,0.2752,0.3756
e,0.1072,0.3923,0.3687
l,0.1019,1.6186,1.624
e,0.1047,0.1529,0.1501
n,0.0961,0.2875,0.2961
t,0.1386,0.4357,0.3932
h,0.0922,0.1016,0.148
e,0.1099,0.1407,0.123
n,0.11,0.2205,0.2204
p,0.1382,0.8313,0.8032
a,0.1565,0.095,0.0767
r,0.127,0.2677,0.2972
t,0.0647,0.3678,0.4301
i,0.0922,0.3268,0.2993
c,0.1596,0.4551,0.3877
i,0.0691,0.0866,0.1772
p,0.1184,0.6518,0.6025
a,0.1503,0.1692,0.1373
t,0.0986,0.2686,0.3202
e,0.1305,0.104,0.0721
s,0.1162,0.4412,0.4556
i,0.0951,0.8964,0.9175
n,0.0798,0.2084,0.2238
a,0.1066,0.3979,0.3711
t,0.1186,0.8405,0.8286
e,0.0969,0.1112,0.1328
r,0.0538,0.2505,0.2936
r,0.0976,0.5828,0.539
o,0.0975,0.3189,0.319
r,0.1066,0.7084,0.6993
i,0.1337,0.1832,0.1561
s,0.1471,0.4245,0.4111
t,0.0928,0.1128,0.1672
a,0.1723,0.5782,0.4986
t,0.095,0.1995,0.2769
t,0.0696,0.179,0.2044
c,0.1416,0.2445,0.1724
k,0.0898,0.4322,0.4841
o,0.1286,1.3001,1.2613
n,0.0784,0.2363,0.2865
a,0.1146,1.7726,1.7364
r,0.1389,1.2682,1.2438
u,0.0813,0.113,0.1706
s,0.1148,0.355,0.3215
s,0.0824,0.207,0.2395
s,0.0758,0.1615,0.168
i,0.0769,0.1745,0.1735
a,0.1471,0.359,0.2887
n,0.0761,0.1783,0.2494
a,0.1649,0.9826,0.8938
i,0.0645,0.0819,0.1823
r,0.1265,0.395,0.333
p,0.2105,0.7496,0.6656
o,0.1487,0.1169,0.1787
r,0.1034,0.2961,0.3414
t,0.098,0.1846,0.19
.,0.0755,1.0376,1.0601
M,0.0817,1.8227,1.8165
a,0.1649,0.3972,0.3139
c,0.0783,0.2545,0.3411
a,0.1509,0.6595,0.587
r,0.1306,0.3018,0.3221
o,0.0966,0.4903,0.5244
v,0.0755,0.433,0.4541
i,0.1212,0.6661,0.6204
s,0.1333,0.1524,0.1403
s,0.1406,0.4715,0.4642
o,0.132,0.2036,0.2122
m,0.1246,0.3175,0.325
e,0.1549,0.1935,0.1631
h,0.2232,0.7143,0.6461
o,0.2019,0.1527,0.1739
w,0.126,0.1843,0.2602
a,0.1737,0.736,0.6883
w,0.1083,0.2565,0.3218
a,0.1167,0.1406,0.1321
r,0.0807,0.1617,0.1978
e,0.1253,0.3094,0.2648
t,0.1283,1.2406,1.2376
h,0.1128,0.1247,0.1402
a,0.1292,0.1633,0.1469
t,0.0972,0.1615,0.1935
a,1.7396,1.4489,0.1469
l,0.096,0.1536,0.178
l,0.0884,0.2138,0.2213
l,0.0433,0.1504,0.1955
e,0.0931,0.1715,0.1217
e,0.1045,2.169,2.1576
n,0.0821,0.2226,0.2449
i,0.1538,1.1221,1.0504
s,0.1449,0.172,0.181
a,0.1697,0.7482,0.7233
n,0.1004,0.0749,0.1442
u,0.1114,0.4841,0.4731
n,0.091,0.1831,0.2035
d,0.0893,0.2275,0.2292
e,0.0973,0.1923,0.1842
r,0.0965,0.1137,0.1146
c,0.1213,0.6583,0.6335
o,0.0971,0.7556,0.7798
v,0.1529,0.4026,0.3468
e,0.1156,0.0989,0.1361
r,0.1073,0.1436,0.152
c,0.1204,2.6368,2.6237
i,0.0915,0.962,0.9908
a,0.1089,0.2041,0.1867
a,0.1139,0.4611,0.4561
g,0.0986,0.1103,0.1257
e,0.0976,0.2208,0.2218
n,0.0858,0.3141,0.3259
t,0.0771,0.2422,0.2509
a,0.1557,2.3267,2.2481
n,0.1086,0.1393,0.1863
d,0.0678,0.1903,0.2311
k,0.1742,0.7948,0.6884
i,0.1253,0.0812,0.1301
l,0.0881,0.3257,0.3628
l,0.07,0.1944,0.2125
s,0.0716,0.1904,0.1888
a,3.0582,0.9865,2.2481
l,0.1017,0.1974,0.1954
l,0.0811,0.2108,0.2314
e,0.11,0.234,0.2051
n,0.0665,0.2123,0.2558
b,0.098,0.6149,0.5834
e,0.1419,0.1572,0.1133
f,0.1147,0.3067,0.3339
o,0.1014,0.1449,0.1581
r,0.1076,0.2045,0.1983
e,0.1134,0.2561,0.2503
f,0.1464,0.5201,0.4871
l,0.1019,0.3148,0.3594
e,0.0894,0.2236,0.2361
e,0.0851,0.2033,0.2075
i,0.0992,0.4407,0.4267
n,0.1073,0.294,0.2859
g,0.12,0.1667,0.154
t,0.0836,0.3505,0.3869
h,0.1102,0.13,0.1034
e,0.1076,0.2223,0.225
a,0.1558,1.3506,1.3024
i,0.119,0.089,0.1257
r,0.0696,0.1672,0.2166
p,0.2098,0.6499,0.5097
o,0.1406,0.1,0.1692
r,0.1075,0.5056,0.5387
t,0.0934,0.163,0.1771
.,0.0808,0.9964,1.0091
t,2.6116,1.5217,0.1771
h,0.0925,0.2642,0.2562
e,0.1094,0.1674,0.1506
t,0.1433,1.1534,1.1195
e,0.1224,0.0726,0.0935
r,0.1011,0.3669,0.3883
r,0.0753,0.1963,0.222
o,0.0962,0.2915,0.2707
r,0.1206,0.4746,0.4502
i,0.1129,0.1343,0.142
s,0.1167,0.2357,0.232
t,0.081,0.2024,0.2381
a,0.1836,0.5283,0.4258
t,0.1042,0.1718,0.2511
t,0.0729,0.1654,0.1967
c,0.1054,0.2445,0.212
k,0.0783,0.3442,0.3713
w,0.1603,0.8768,0.7947
s,0.074,0.2557,0.342
a,0.203,1.4378,1.3088
s,0.1235,0.1323,0.2117
m,0.131,1.0722,1.0646
a,0.2417,0.1924,0.0818
d,0.1046,0.3378,0.4748
e,0.1241,0.1061,0.0866
t,0.1407,0.536,0.5194
o,0.1367,0.1137,0.1177
l,0.0741,0.6605,0.723
o,0.1626,0.1154,0.027
k,0.069,0.2357,0.3293
k,0.0758,0.2055,0.1988
a,0.1976,0.5736,0.4518
s,0.1288,0.0709,0.1397
i,0.1177,0.5599,0.5709
f,0.0977,0.1127,0.1328
d,0.1701,1.8522,1.7798
o,0.1178,0.075,0.1273
n,0.1,0.2243,0.2422
e,0.0956,0.1541,0.1584
b,0.1454,0.5747,0.5249
y,0.1418,0.1087,0.1123
a,5.6766,1.7465,0.4518
m,0.1058,0.1632,0.1486
e,0.1289,0.3213,0.2982
r,0.0818,0.2046,0.2517
i,0.09,0.3193,0.311
c,0.1186,0.719,0.6905
a,0.1301,0.1063,0.0947
n,0.1096,0.2565,0.277
s,0.0693,0.6411,0.6814
a,0.2295,1.4734,1.3132
s,0.0973,0.0336,0.1658
M,0.1025,0.8645,0.8593
a,1.3453,0.2178,1.3132
c,0.1097,0.4186,0.4285
a,0.145,0.839,0.8037
r,0.1304,0.3437,0.3582
o,0.0912,0.1398,0.179
v,0.0914,0.3374,0.3372
a,0.1404,0.6087,0.5598
n,0.1117,0.171,0.1996
d,0.0665,0.078,0.1232
h,0.1436,0.5388,0.4616
i,0.1585,0.1245,0.1096
s,0.0627,0.1399,0.2357
s,0.1593,0.5593,0.4626
q,0.1268,0.8932,0.9257
u,0.1194,0.618,0.6253
a,0.0944,0.1915,0.2165
d,0.0759,0.2602,0.2787
s,0.1745,1.5602,1.4616
p,0.1263,0.1052,0.1533
e,0.0954,0.1143,0.1452
a,0.0193,0.2583,0.3344
k,0.0939,0.4333,0.3587
e,0.148,0.6388,0.5848
n,0.1134,0.0729,0.1075
g,0.0778,0.2482,0.2839
l,0.1003,0.2321,0.2096
i,0.092,0.2746,0.283
s,0.1053,0.2598,0.2464
h,0.0794,0.3497,0.3756
a,0.1408,0.82,0.7586
n,0.0983,0.1096,0.1521
d,0.0874,0.1484,0.1593
u,0.1117,1.8632,1.8389
s,0.0953,0.4118,0.4282
e,0.0636,0.2012,0.2329
N,0.0852,0.9094,0.8878
a,0.1068,0.5058,0.4842
t,0.0922,0.1403,0.155
o,0.0669,0.5819,0.6072
w,0.1822,1.6663,1.5511
e,0.1471,0.0867,0.1217
a,0.1289,0.2435,0.2618
p,0.1803,0.5052,0.4538
o,0.1111,0.0795,0.1487
n,0.085,0.2951,0.3213
s,0.0699,0.1671,0.1822
I,0.101,1.9145,1.8833
e,0.0989,0.4566,0.4588
M,0.1029,2.0696,2.0657
$,0.0797,2.3434,2.3667
4,0.0815,2.3054,2.3036
a,11.4603,1.1949,0.2618
1,0.1169,0.8735,0.8533
a,0.1887,2.4807,2.4089
n,0.1141,0.1013,0.1759
d,0.0618,0.1236,0.176
M,0.0934,1.6422,1.6106
2,0.121,0.9302,0.9026
4,0.1477,1.0504,1.0237
0,0.0985,0.6668,0.7159
.,0.0688,2.0935,2.1232
a,0.158,1.5721,1.4829
l,0.1045,0.5334,0.5869
l,0.0949,0.7931,0.8028
e,0.1141,0.7108,0.6915
n,0.1041,0.1729,0.1829
s,0.0925,0.3045,0.3162
b,0.1488,1.2038,1.1475
o,0.1066,0.0892,0.1314
d,0.1278,0.407,0.3857
y,0.0857,0.1348,0.1769
i,0.1287,0.5906,0.5477
s,0.1204,0.1871,0.1953
l,0.1266,0.9455,0.9393
e,0.108,0.0939,0.1126
f,0.0953,0.2325,0.2452
t,0.1115,0.2062,0.1901
b,0.0957,0.9366,0.9523
e,0.1577,0.173,0.111
h,0.1383,0.339,0.3583
i,0.1844,0.1328,0.0868
n,0.1097,0.2312,0.3058
d,0.0972,0.174,0.1865
f,0.1798,0.8035,0.7209
o,0.1162,0.0969,0.1605
r,0.0888,0.1509,0.1783
t,0.1321,0.4433,0.4001
h,0.1019,0.0885,0.1186
e,0.1028,0.1865,0.1855
r,0.166,1.428,1.3649
u,0.1163,0.2705,0.3202
s,0.127,0.3989,0.3883
s,0.1042,0.1832,0.206
i,0.1182,0.1831,0.1691
a,0.1557,0.2586,0.2211
n,0.1018,0.1485,0.2024
s,0.0811,0.2945,0.3151
t,0.0917,0.6304,0.6199
o,0.0895,1.1567,1.159
f,0.0952,0.5242,0.5184
i,0.1096,0.1227,0.1083
n,0.1127,0.2424,0.2392
d,0.1187,0.5414,0.5355
w,0.1695,1.5807,1.5299
i,0.1756,0.2416,0.2355
c,0.1046,0.1642,0.2352
h,0.0942,0.1621,0.1726
w,0.1177,2.6837,2.6602
i,0.1237,0.1107,0.1047
l,0.0881,0.6262,0.6619
l,0.077,0.695,0.706
b,0.1167,0.6358,0.5961
e,0.0827,0.1337,0.1677
i,0.1318,0.6524,0.6033
d,0.1158,0.5242,0.5402
e,0.1371,0.2001,0.1788
n,0.1078,0.3259,0.3552
t,0.1308,0.3053,0.2824
i,0.0961,0.1668,0.2015
f,0.1438,0.4441,0.3964
i,0.1127,0.0858,0.1168
e,0.1188,0.1828,0.1767
d,0.0878,0.2935,0.3245
a,0.1573,0.6412,0.5717
s,0.1251,0.0549,0.087
a,1.4179,1.2058,0.5717
m,0.1128,0.1945,0.1814
e,0.1117,0.3181,0.3192
r,0.0948,0.1955,0.2124
i,0.0889,0.3294,0.3353
c,0.0811,0.4411,0.4488
a,0.1329,0.1586,0.1068
n,0.0717,0.3725,0.4337
.,0.0679,2.1069,2.1107
a,5.744,3.1317,0.1068
n,0.0878,0.8768,0.9206
g,0.1679,0.4415,0.3614
e,0.1444,0.0915,0.115
r,0.1465,0.1696,0.1675
e,0.0786,0.054,0.1218
d,0.0958,0.2409,0.2237
b,0.1803,1.0614,0.9769
y,0.1578,0.0948,0.1173
w,0.1725,0.5411,0.5263
h,0.1358,0.0761,0.1127
a,0.1348,0.2943,0.2953
t,0.1008,0.2097,0.2437
t,0.1616,1.184,1.1232
h,0.1451,0.0655,0.082
e,0.1735,0.4374,0.409
y,0.0886,0.2464,0.3313
b,0.1202,1.1649,1.1333
e,0.1289,0.1693,0.1607
l,0.1007,0.4118,0.4399
i,0.0781,0.2305,0.2532
e,0.0988,0.3412,0.3205
v,0.173,0.5619,0.4877
e,0.1329,0.1966,0.2367
i,0.1307,1.1027,1.1048
s,0.1056,0.1333,0.1584
a,0.212,0.4944,0.388
n,0.0868,0.0947,0.2199
a,1.3217,1.0149,0.388
m,0.1228,0.2211,0.197
e,0.136,0.2737,0.2605
r,0.1089,0.2473,0.2744
i,0.1018,0.3044,0.3114
c,0.0958,0.4508,0.4568
a,0.1545,0.1358,0.0771
n,0.0941,0.2055,0.2659
s,0.2924,0.7067,0.5084
p,0.1126,0.3779,0.5576
o,0.0485,0.5019,0.566
o,0.0617,0.1963,0.183
u,0.0805,2.0844,2.0656
p,0.0726,0.7091,0.717
p,0.0961,0.1797,0.1563
r,0.1184,0.2472,0.2248
o,0.0683,2.6094,2.6595
r,0.1153,0.2613,0.2144
t,0.107,0.1596,0.1679
e,0.0947,0.1267,0.1389
d,0.0939,0.2363,0.2371
t,0.1251,1.1487,1.1174
e,0.097,0.0794,0.1075
r,0.0602,0.1586,0.1955
r,0.0731,0.1924,0.1794
o,0.1078,0.7914,0.7567
r,0.127,0.3451,0.3258
i,0.145,0.3193,0.3013
s,0.1365,0.184,0.1925
t,0.1128,1.7901,1.8138
a,0.1762,0.4213,0.3579
t,0.0937,0.1333,0.2158
t,0.0984,0.1964,0.1917
a,0.364,0.7817,0.5161
c,0.1374,0.3366,0.5633
k,0.0886,0.1747,0.2235
r,6.0724,1.608,0.3258
u,0.0738,0.5363,0.56
s,0.0855,0.2421,0.2305
s,0.0933,0.2027,0.1949
i,0.073,0.3193,0.3396
a,0.1212,0.3401,0.2919
i,0.1135,1.1126,1.1202
n,0.1199,0.2239,0.2176
i,0.1547,0.2241,0.1894
t,0.1451,0.3779,0.3874
i,0.1087,0.0967,0.1331
a,0.1399,0.3456,0.3144
t,0.1274,0.1447,0.1572
e,0.0961,0.1354,0.1667
s,0.0953,0.2831,0.2839
a,0.1324,1.132,1.095
s,0.1334,0.4113,0.4102
u,0.1192,0.5166,0.5308
r,0.1262,0.4865,0.4795
p,0.0911,0.9482,0.9834
r,0.1539,0.1924,0.1296
s,0.1439,0.9122,0.9223
e,0.1001,0.1076,0.1515
i,0.1194,1.0678,1.0485
n,0.0895,0.1896,0.2195
v,0.1339,0.4742,0.4299
a,0.1382,0.1293,0.1249
s,0.1165,0.2935,0.3152
i,0.1299,0.3482,0.3349
o,0.1996,0.1856,0.1158
n,0.0741,0.2296,0.3551
o,0.1448,1.6499,1.5792
f,0.1038,0.1275,0.1685
t,0.1388,0.3863,0.3513
h,0.0948,0.1124,0.1564
e,0.0898,0.098,0.1031
u,0.126,0.8492,0.1048
z,0.5395,0.3086,0.7081
u,0.0861,2.3615,2.7101
n,0.057,0.2195,0.2486
i,0.1115,0.5041,0.4497
t,0.1176,0.5305,0.5244
e,0.108,0.0838,0.0934
d,0.0832,0.1771,0.202
s,0.1296,1.9201,1.8737
t,0.104,0.1123,0.1379
a,0.0808,0.0873,0.1105
t,0.1108,0.495,0.465
e,0.1051,0.1122,0.1179
s,0.0694,0.2456,0.2813
e,0.1592,0.8551,0.7654
a,0.2704,0.5733,0.4621
t,0.0863,0.2695,0.4535
c,0.1508,0.9143,0.8499
o,0.0945,0.1047,0.161
a,0.1772,2.3126,2.2299
s,0.1336,0.0808,0.1244
t,0.1017,0.2382,0.2701
h,0.1087,0.0,0.2361
e,0.1381,0.1638,0.1344
f,0.1671,0.4688,0.4398
i,0.122,0.133,0.1781
r,0.1356,0.1964,0.1828
s,0.132,0.2556,0.2593
t,0.1064,0.0881,0.1137
b,0.1288,0.713,0.6906
a,0.1652,0.1359,0.0994
t,0.0959,0.2136,0.2829
t,0.0906,0.1733,0.1785
a,0.1245,0.2548,0.2209
l,0.2061,0.6546,0.573
i,0.1164,0.08,0.1697
o,0.0791,0.2518,0.2891
n,0.0874,0.2904,0.2821
7,0.1354,2.1871,2.1391
5,0.0841,0.1034,0.1547
r,0.0947,1.3251,1.3145
a,0.1654,0.1486,0.0779
n,0.0787,0.4591,0.5458
g,0.1228,0.3557,0.3117
e,0.1138,0.1303,0.1392
r,0.102,0.1428,0.1547
r,0.112,0.8171,0.8071
e,0.1351,0.0965,0.0733
g,0.0836,0.4537,0.5052
i,0.0912,0.6268,0.6192
m,0.1068,0.4165,0.4009
e,0.1627,0.2234,0.1675
n,0.106,0.184,0.2406
t,0.0946,0.249,0.2604
s,0.1479,2.5284,2.475
t,0.083,0.4816,0.5466
g,0.0936,1.3814,1.3707
j,0.1142,0.5302,0.5096
t,0.109,1.0954,1.1007
f,0.134,1.0829,1.0579
i,0.0553,0.128,0.2067
o,0.0736,1.2137,1.1955
l,0.0518,0.4102,0.4319
l,0.0854,0.1882,0.1547
y,0.065,0.3496,0.3699
c,0.1617,0.7936,0.6969
o,0.1155,0.0711,0.1173
r,0.1004,0.1995,0.2146
p,0.2159,0.8953,0.7798
o,0.1198,0.0869,0.1831
r,0.1001,0.4799,0.4996
a,0.1455,0.193,0.1476
l,0.0688,0.4744,0.5511
d,0.1459,0.6389,0.5618
o,0.0815,0.0959,0.1602
n,0.108,0.2882,0.2617
e,0.0853,0.1584,0.1811
a,0.1268,0.4139,0.3725
n,0.0928,0.1715,0.2054
d,0.0805,0.1812,0.1935
a,0.1392,0.6133,0.5546
l,0.0852,0.1172,0.1712
l,0.0922,0.2064,0.1994
e,0.1046,0.2375,0.2251
n,0.0872,0.1655,0.1829
s,0.0805,0.4117,0.4184
r,0.1044,0.6923,0.6685
e,0.1001,0.1181,0.1224
p,0.1552,0.3648,0.3097
l,0.0719,0.1989,0.2822
a,0.112,0.2275,0.1874
c,0.0969,0.275,0.2901
e,0.1239,0.1854,0.1583
m,0.1429,0.5996,0.5806
e,0.1264,0.142,0.1584
n,0.1047,0.1319,0.1536
t,0.1069,0.2339,0.2317
p,0.1273,1.4095,1.3891
r,0.0881,0.1045,0.1436
i,0.0886,0.3037,0.3033
v,0.1208,0.4739,0.4417
a,0.1698,0.147,0.0979
t,0.1263,0.3252,0.3688
e,0.0957,0.2224,0.253
j,23.2385,5.6072,0.5096
a,0.1258,0.3359,0.2811
m,0.094,0.1989,0.2307
e,0.1108,0.2154,0.1987
s,0.0757,0.2309,0.266
r,0.106,4.9197,4.8894
a,0.1168,0.2996,0.2889
m,0.0988,0.4068,0.4249
e,0.0954,0.1697,0.1731
r,0.107,0.2112,0.1996
a,0.1467,0.1653,0.1256
s,0.099,0.2407,0.2884
a,0.232,2.7888,2.6559
r,0.1195,0.1401,0.2526
e,0.1266,0.11,0.1029
c,0.0968,0.5741,0.6039
a,0.1347,0.1664,0.1285
l,0.0717,0.3989,0.4619
l,0.0793,0.1826,0.1751
e,0.1201,0.159,0.1182
d,0.0896,0.249,0.2795
u,0.0357,2.2302,2.2841
p,0.0969,0.5654,0.5042
o,0.0876,0.2047,0.214
n,0.0954,0.2869,0.2791
t,0.1456,2.5623,2.512
o,0.1109,0.5081,0.5429
d,0.1803,0.58,0.5106
e,0.1439,0.131,0.1673
f,0.0926,0.2638,0.3151
e,0.1256,0.1376,0.1046
n,0.0789,0.3663,0.413
d,0.0645,0.401,0.4154
v,0.1445,1.1348,1.0548
i,0.0958,0.1905,0.2392
r,0.1006,0.473,0.4683
g,0.1137,0.3761,0.3629
i,0.1155,0.1575,0.1557
n,0.1215,0.3079,0.3019
i,0.1237,0.139,0.1367
a,0.1166,0.5173,0.5245
a,0.1411,0.5559,0.5314
n,0.0962,0.079,0.1238
d,0.0767,0.1573,0.1769
w,0.1467,0.6306,0.5606
a,0.0885,0.1952,0.2534
s,0.0915,0.6433,0.6403
h,0.1565,0.3578,0.2928
i,0.1937,0.1399,0.1027
n,0.109,0.3342,0.4189
g,0.0996,0.3353,0.3447
t,0.1098,0.2377,0.2276
o,0.0988,0.1714,0.1824
n,0.0857,0.2863,0.2994
D,0.0747,1.1785,1.1895
C,0.0539,0.3114,0.3321
f,0.1748,4.0082,3.8873
r,0.1568,0.1678,0.1858
o,0.0945,0.2231,0.2853
m,0.0876,0.2393,0.2462
r,0.1494,0.5985,0.5366
u,0.0867,0.1278,0.1905
s,0.1137,0.2513,0.2243
s,0.1065,0.2075,0.2147
i,0.0967,0.2419,0.2517
a,0.1175,0.1595,0.1387
n,0.0991,0.1948,0.2132
a,0.145,0.7844,0.7385
t,0.0457,0.2402,0.3394
t,0.048,0.2034,0.2011
a,0.1285,1.0369,0.9563
c,0.1217,0.2601,0.2669
k,0.0807,0.6565,0.6975
.,0.0727,0.5284,0.5364
m,0.1507,0.6768,0.5988
e,0.1103,0.1242,0.1646
a,0.118,0.2563,0.2485
n,0.0917,0.1077,0.1341
w,0.1537,0.6179,0.5559
h,0.1638,0.2656,0.2555
i,0.2026,0.1347,0.0959
l,0.2006,0.3503,0.3524
e,0.1016,0.0835,0.1825
t,0.1212,1.7781,1.7585
a,0.1688,0.1448,0.0972
s,0.1316,0.2659,0.3031
k,0.0597,0.6839,0.7558
f,0.1486,0.5485,0.4596
o,0.1129,0.1341,0.1698
r,0.1006,0.0877,0.0999
c,0.1146,0.6928,0.6788
e,0.1026,0.1461,0.1582
1,0.1674,2.9433,2.8785
4,0.1515,0.4629,0.4788
1,0.1157,0.1337,0.1694
n,0.2171,1.7613,1.6599
o,0.2003,0.1025,0.1193
w,0.0867,0.4037,0.5173
s,0.1348,0.5675,0.5194
h,0.1622,0.1717,0.1443
i,0.2025,0.1415,0.1012
f,0.115,0.3158,0.4033
t,0.1353,0.1556,0.1352
s,0.1099,0.2317,0.2571
t,0.1555,1.5789,1.5333
h,0.1233,0.1065,0.1388
e,0.1106,0.1454,0.1581
i,0.0963,0.6786,0.6929
r,0.106,0.2073,0.1977
a,0.1614,0.7718,0.7164
t,0.0945,0.1868,0.2538
t,0.0858,0.1822,0.1908
e,0.1235,0.2527,0.2151
n,0.089,0.3191,0.3536
t,0.1011,0.2589,0.2468
i,0.1494,0.349,0.3006
o,0.138,0.1017,0.1131
n,0.0391,0.1999,0.2988
t,0.1237,0.4029,0.3183
o,0.0916,0.2688,0.3009
M,0.0871,1.2968,1.3013
a,0.1357,0.3104,0.2618
k,0.1269,0.7258,0.7346
a,0.1185,0.3319,0.3403
